ID,Dataset,Month,Year,Desc,Raw_desc
153,Significant Cyber Incidents Since 2006,November,2018,The Pakistani Air Force was revealed to have been targeted by nation-state hackers with access to zero-day exploits,November 2018.   The Pakistani Air Force was revealed to have been targeted by nation-state hackers with access to zero-day exploits
154,Significant Cyber Incidents Since 2006,November,2018,Security  researchers  identify  an  Iranian  domestic  surveillance  campaign  to monitor dissent targeting Telegram and Instagram users,November  2018.  Security  researchers  identify  an  Iranian  domestic  surveillance  campaign  to monitor dissent targeting Telegram and Instagram users
155,Significant Cyber Incidents Since 2006,November,2018,Australian defense shipbuilder Austal announced it had been the victim of a hack resulting in the theft of unclassified ship designs which were later sold online,November 2018.   Australian defense shipbuilder Austal announced it had been the victim of a hack resulting in the theft of unclassified ship designs which were later sold online
156,Significant Cyber Incidents Since 2006,October,2018,"The head of Iran’s civil defense agency announced that the country had recently neutralized a new, more sophisticated version of Stuxnet","October 2018.  The head of Iran’s civil defense agency announced that the country had recently neutralized a new, more sophisticated version of Stuxnet"
157,Significant Cyber Incidents Since 2006,October,2018,The U.S. Department of Justice indicted Chinese intelligence officers and hackers working for them for engaging in a campaign to hack into U.S. aerospace companies and steal information,October 2018.  The U.S. Department of Justice indicted Chinese intelligence officers and hackers working for them for engaging in a campaign to hack into U.S. aerospace companies and steal information
158,Significant Cyber Incidents Since 2006,October,2018,Security researchers link the malware used to attack a petrochemical plant in Saudi Arabia to a research institute run by the Russian government.,October 2018.  Security researchers link the malware used to attack a petrochemical plant in Saudi Arabia to a research institute run by the Russian government.
159,Significant Cyber Incidents Since 2006,October,2018,U.S.  defense  officials  announced  that  Cyber  Command  had  begun  targeting individual Russian operatives to deter them from interfering in the 2018 midterm elections.,October  2018.    U.S.  defense  officials  announced  that  Cyber  Command  had  begun  targeting individual Russian operatives to deter them from interfering in the 2018 midterm elections.
160,Significant Cyber Incidents Since 2006,October,2018,U.S. agencies warned President Trump that that China and Russia eavesdropped on calls he made from an unsecured phone.,October 2018.  U.S. agencies warned President Trump that that China and Russia eavesdropped on calls he made from an unsecured phone.
161,Significant Cyber Incidents Since 2006,October,2018,News reports reveal that the Israel Defense Force requested that cybersecurity companies develop proposals for monitoring the personal correspondence of social media users.,October 2018.   News reports reveal that the Israel Defense Force requested that cybersecurity companies develop proposals for monitoring the personal correspondence of social media users.
162,Significant Cyber Incidents Since 2006,October,2018,The  U.S.  Department  of  Homeland  Security  announces  that  it  has  detected  a growing volume of cyber activity targeting election infrastructure in the U.S. ahead of the 2018 midterm elections.,October  2018.   The  U.S.  Department  of  Homeland  Security  announces  that  it  has  detected  a growing volume of cyber activity targeting election infrastructure in the U.S. ahead of the 2018 midterm elections.
163,Significant Cyber Incidents Since 2006,October,2018,"The Centers for Medicare and  Medicaid Services  announced that hackers had compromised a government computer system, gaining access to the personal data of  75,000 people ahead of the start of ACA sign-up season.","October 2018.   The Centers for Medicare and  Medicaid Services  announced that hackers had compromised a government computer system, gaining access to the personal data of  75,000 people ahead of the start of ACA sign-up season."
164,Significant Cyber Incidents Since 2006,October,2018,The Security Service of Ukraine announced that a Russian group had carried out an attempted hack on the information and telecommunication systems of Ukrainian government groups,October 2018.  The Security Service of Ukraine announced that a Russian group had carried out an attempted hack on the information and telecommunication systems of Ukrainian government groups
165,Significant Cyber Incidents Since 2006,October,2018,"The  U.S.  Justice  Department  announces  criminal  charges  against  seven  GRU officers  for multiple instances of hacking against organizations including  FIFA, Westinghouse Electric Company, the Organisation for the Prohibition of Chemical Weapons, and the U.S. and World Anti-Doping Agencies.","October  2018.   The  U.S.  Justice  Department  announces  criminal  charges  against  seven  GRU officers  for multiple instances of hacking against organizations including  FIFA, Westinghouse Electric Company, the Organisation for the Prohibition of Chemical Weapons, and the U.S. and World Anti-Doping Agencies."
166,Significant Cyber Incidents Since 2006,September,2018,Security researchers found that a Russian hacking group had used malware to target the firmware of computers at government institutions in the Balkans and in Central and Eastern Europe.,September 2018.  Security researchers found that a Russian hacking group had used malware to target the firmware of computers at government institutions in the Balkans and in Central and Eastern Europe.
167,Significant Cyber Incidents Since 2006,September,2018,"In a letter to Senate leaders, Sen. Ron Wyden revealed that a major technology company had alerted multiple Senate offices of attempts by foreign government hackers to gain access to the email accounts of Senators and their staff","September 2018.  In a letter to Senate leaders, Sen. Ron Wyden revealed that a major technology company had alerted multiple Senate offices of attempts by foreign government hackers to gain access to the email accounts of Senators and their staff"
168,Significant Cyber Incidents Since 2006,September,2018,"Researchers report that 36 different governments deployed Pegasus spyware against targets in at least 45 countries, including the U.S., France, Canada, and the UK.","September 2018.   Researchers report that 36 different governments deployed Pegasus spyware against targets in at least 45 countries, including the U.S., France, Canada, and the UK."
169,Significant Cyber Incidents Since 2006,September,2018,"The U.S. State Department suffers a breach of one of its unclassified email systems, exposing the personal information of several hundred employees.","September 2018.   The U.S. State Department suffers a breach of one of its unclassified email systems, exposing the personal information of several hundred employees."
170,Significant Cyber Incidents Since 2006,September,2018,Swiss officials reveal that two Russian spies caught in the Netherlands had been preparing to use cyber tools to sabotage the Swiss defense lab analyzing the nerve agent used to poison former Russian Agent Sergei Skripal.,September 2018.  Swiss officials reveal that two Russian spies caught in the Netherlands had been preparing to use cyber tools to sabotage the Swiss defense lab analyzing the nerve agent used to poison former Russian Agent Sergei Skripal.
171,Significant Cyber Incidents Since 2006,September,2018,Security researchers find that Iranian hackers have been surveilling Iranian citizens since 2016 as part of a mobile spyware campaign directed at ISIS supporters and members of the Kurdish ethnic group.,September 2018.   Security researchers find that Iranian hackers have been surveilling Iranian citizens since 2016 as part of a mobile spyware campaign directed at ISIS supporters and members of the Kurdish ethnic group.
172,Significant Cyber Incidents Since 2006,September,2018,Russian hackers targeted the email inboxes of religious leaders connected to Ukraine amid efforts to disassociate Ukraine’s Orthodox church from its association with Russia.,September 2018.   Russian hackers targeted the email inboxes of religious leaders connected to Ukraine amid efforts to disassociate Ukraine’s Orthodox church from its association with Russia.
173,Significant Cyber Incidents Since 2006,September,2018,"The U.S. Department of Justice announces the indictment and extradition of a Russian hacker accused of participating in the hack of JP Morgan Chase in 2014, leading to the theft of data from over 80 million customers.","September 2018.  The U.S. Department of Justice announces the indictment and extradition of a Russian hacker accused of participating in the hack of JP Morgan Chase in 2014, leading to the theft of data from over 80 million customers."
174,Significant Cyber Incidents Since 2006,September,2018,"The U.S. Department of Justice announces the indictment of Park Jin Hyok, a North Korean Hacker allegedly involved in the 2014 Sony hack, the 2016 theft of $81 million from a Bangladeshi bank, and the WannaCry ransomware attacks.","September 2018.  The U.S. Department of Justice announces the indictment of Park Jin Hyok, a North Korean Hacker allegedly involved in the 2014 Sony hack, the 2016 theft of $81 million from a Bangladeshi bank, and the WannaCry ransomware attacks."
175,Significant Cyber Incidents Since 2006,September,2018,"Researchers reveal a new cyber espionage campaign linked to attacks against Vietnamese defense, energy, and government organizations in 2013 and 2014.","September 2018.  Researchers reveal a new cyber espionage campaign linked to attacks against Vietnamese defense, energy, and government organizations in 2013 and 2014."
176,Significant Cyber Incidents Since 2006,August,2018,"North Korean hackers stole $13.5 million from India’s Cosmos Bank after breaking into the bank’s system and authorizing thousands of unauthorized ATM withdrawals, as well as several illegal money transfers through the SWIFT financial network.","August 2018.  North Korean hackers stole $13.5 million from India’s Cosmos Bank after breaking into the bank’s system and authorizing thousands of unauthorized ATM withdrawals, as well as several illegal money transfers through the SWIFT financial network."
177,Significant Cyber Incidents Since 2006,August,2018,"Security researchers report that Iranian hackers had targeted the websites and login pages of 76 universities in 14 countries.  The attackers stole the credentials of users who attempted to sign in, gaining access to library resources for the purposes of intellectual property theft.","August 2018.  Security researchers report that Iranian hackers had targeted the websites and login pages of 76 universities in 14 countries.  The attackers stole the credentials of users who attempted to sign in, gaining access to library resources for the purposes of intellectual property theft."
178,Significant Cyber Incidents Since 2006,August,2018,"Facebook  identified  multiple  new  disinformation  campaigns  on  its  platform sponsored by groups in Russia and Iran. The campaigns targeted users in the U.S., Latin America, Britain, and the Middle East, and involved 652 fake accounts, pages, and groups.","August  2018.    Facebook  identified  multiple  new  disinformation  campaigns  on  its  platform sponsored by groups in Russia and Iran. The campaigns targeted users in the U.S., Latin America, Britain, and the Middle East, and involved 652 fake accounts, pages, and groups."
179,Significant Cyber Incidents Since 2006,August,2018,Microsoft  announces  that  Russian  hackers  had  targeted  U.S.  Senators  and conservative think tanks critical of Russia.,August  2018.    Microsoft  announces  that  Russian  hackers  had  targeted  U.S.  Senators  and conservative think tanks critical of Russia.
180,Significant Cyber Incidents Since 2006,July,2018,"Security  researchers  report  that  an  Iranian  hacking  group  had  been  targeting  the industrial control systems of electric utility companies in the U.S., Europe, East Asia, and the Middle East.","July  2018.   Security  researchers  report  that  an  Iranian  hacking  group  had  been  targeting  the industrial control systems of electric utility companies in the U.S., Europe, East Asia, and the Middle East."
181,Significant Cyber Incidents Since 2006,July,2018,The Department of Homeland Security reveal that a campaign by Russian hackers in 2017  had  compromised  the  networks  of  multiple  U.S.  electric  utilities  and  put  attackers  in  a position where they could have caused blackouts.,July 2018.  The Department of Homeland Security reveal that a campaign by Russian hackers in 2017  had  compromised  the  networks  of  multiple  U.S.  electric  utilities  and  put  attackers  in  a position where they could have caused blackouts.
182,Significant Cyber Incidents Since 2006,July,2018,Senator Claire McCaskill reveals that her 2018 re-election campaign was targeted by hackers  affiliated  with  Russia’s  GRU  intelligence  agency.  Attackers  unsuccessfully  targeted staffers in the Senator’s office with phishing emails designed to harvest their passwords.,July 2018.  Senator Claire McCaskill reveals that her 2018 re-election campaign was targeted by hackers  affiliated  with  Russia’s  GRU  intelligence  agency.  Attackers  unsuccessfully  targeted staffers in the Senator’s office with phishing emails designed to harvest their passwords.
183,Significant Cyber Incidents Since 2006,July,2018,"Researchers report that a hacking group linked to Iran has been active since early 2017 targeting energy, government, finance, and telecommunications entities in the Middle East.","July 2018.  Researchers report that a hacking group linked to Iran has been active since early 2017 targeting energy, government, finance, and telecommunications entities in the Middle East."
184,Significant Cyber Incidents Since 2006,July,2018,Microsoft reveals that Russian hackers had targeted the campaigns of three Democratic candidates running for the 2018 midterm elections.,July 2018.  Microsoft reveals that Russian hackers had targeted the campaigns of three Democratic candidates running for the 2018 midterm elections.
185,Significant Cyber Incidents Since 2006,July,2018,Russian hackers were found to have targeted the Italian navy with malware designed to insert a backdoor into infected networks.,July 2018.  Russian hackers were found to have targeted the Italian navy with malware designed to insert a backdoor into infected networks.
186,Significant Cyber Incidents Since 2006,July,2018,Security researchers detect a spike in hacking attempts against IoT devices in Finland during the run-up President Trump’s summit with Vladimir Putin in Helsinki. The majority of attacks originated in China.,July 2018.  Security researchers detect a spike in hacking attempts against IoT devices in Finland during the run-up President Trump’s summit with Vladimir Putin in Helsinki. The majority of attacks originated in China.
187,Significant Cyber Incidents Since 2006,July,2018,"Singapore’s  largest  healthcare  institution  was  targeted  by  state-sponsored  hackers, leading to the leakage of personal information for 1.5 million patients, along with prescription details for 160,000 others.","July  2018.  Singapore’s  largest  healthcare  institution  was  targeted  by  state-sponsored  hackers, leading to the leakage of personal information for 1.5 million patients, along with prescription details for 160,000 others."
188,Significant Cyber Incidents Since 2006,July,2018,"Ukrainian intelligence officials claim to have thwarted a Russian attack on the network equipment of a chlorine plant in central Ukraine. The virus used in the attack is the same malware responsible for the infection of 500,000 routers worldwide in a campaign the FBI linked to state- sponsored Russian hackers.","July 2018.  Ukrainian intelligence officials claim to have thwarted a Russian attack on the network equipment of a chlorine plant in central Ukraine. The virus used in the attack is the same malware responsible for the infection of 500,000 routers worldwide in a campaign the FBI linked to state- sponsored Russian hackers."
189,Significant Cyber Incidents Since 2006,July,2018,"The U.S. Department of Justice announced the indictments of 12 Russian intelligence officers for carrying out large-scale cyber operations against the Democratic Party in advance of the 2016 Presidential election.   The officers’ alleged crimes included the theft and subsequent leakage of emails from the Democratic National Committee and Hillary Clinton campaign, and the targeting of election infrastructure and local election officials in an attempt to interfere with the election.","July 2018.  The U.S. Department of Justice announced the indictments of 12 Russian intelligence officers for carrying out large-scale cyber operations against the Democratic Party in advance of the 2016 Presidential election.   The officers’ alleged crimes included the theft and subsequent leakage of emails from the Democratic National Committee and Hillary Clinton campaign, and the targeting of election infrastructure and local election officials in an attempt to interfere with the election."
190,Significant Cyber Incidents Since 2006,July,2018,"Security researchers report that Chinese hackers had been actively spying on political actors on both sides of the upcoming Cambodian elections. Targets include the country’s National Election Commission, several government ministries, the Cambodian Senate, at least one Member of Parliament, and multiple media outlets and human rights activists.","July 2018.  Security researchers report that Chinese hackers had been actively spying on political actors on both sides of the upcoming Cambodian elections. Targets include the country’s National Election Commission, several government ministries, the Cambodian Senate, at least one Member of Parliament, and multiple media outlets and human rights activists."
191,Significant Cyber Incidents Since 2006,July,2018,"Hackers targeted the campaigns of at least two local Democratic candidates during 2018’s  primary  season,  reportedly  using  DDoS  attacks  to  disrupt  campaign  websites  during periods of active fundraising and positive news publicity.","July 2018.   Hackers targeted the campaigns of at least two local Democratic candidates during 2018’s  primary  season,  reportedly  using  DDoS  attacks  to  disrupt  campaign  websites  during periods of active fundraising and positive news publicity."
192,Significant Cyber Incidents Since 2006,July,2018,Australian National University (ANU) was found to have been breached by Chinese hackers in an attack believed to be motivated by a desire to siphon intellectual property from the institution.,July 2018.  Australian National University (ANU) was found to have been breached by Chinese hackers in an attack believed to be motivated by a desire to siphon intellectual property from the institution.
193,Significant Cyber Incidents Since 2006,June,2018,"Marketing data firm Exactis suffered a data breach exposing the information of 340 million people, including their political preferences, browsing habits, and purchase data.","June 2018.  Marketing data firm Exactis suffered a data breach exposing the information of 340 million people, including their political preferences, browsing habits, and purchase data."
194,Significant Cyber Incidents Since 2006,June,2018,"Ukraine  police  claim  that  Russian  hackers  have  been  systematically  targeting Ukrainian banks, energy companies, and other organizations to establish backdoors in preparation for a wide-scale strike against the country.","June  2018.    Ukraine  police  claim  that  Russian  hackers  have  been  systematically  targeting Ukrainian banks, energy companies, and other organizations to establish backdoors in preparation for a wide-scale strike against the country."
195,Significant Cyber Incidents Since 2006,June,2018,"Chinese hackers were found to be engaged in a cyber espionage campaign to collect data from satellite, telecom, and defense organizations in the U.S. and Southeast Asia.","June 2018.  Chinese hackers were found to be engaged in a cyber espionage campaign to collect data from satellite, telecom, and defense organizations in the U.S. and Southeast Asia."
196,Significant Cyber Incidents Since 2006,June,2018,"A Russian hacking group linked to disrupting the Peyongchang Olympics targeted individuals in France, Germany, Switzerland, Russia, and Ukraine linked to a biochemical threat conference  organized  by  a  company  involved  in  the  investigation  of  the  poisoning  of  Sergei Skripal in March 2018.","June 2018.  A Russian hacking group linked to disrupting the Peyongchang Olympics targeted individuals in France, Germany, Switzerland, Russia, and Ukraine linked to a biochemical threat conference  organized  by  a  company  involved  in  the  investigation  of  the  poisoning  of  Sergei Skripal in March 2018."
197,Significant Cyber Incidents Since 2006,June,2018,"A Chinese hacking group targeted a national data center in a Central Asian country, preparing  a  watering  hole  attack  to  inject  malicious  code  onto  other  government  websites connecting to the data center.","June 2018.  A Chinese hacking group targeted a national data center in a Central Asian country, preparing  a  watering  hole  attack  to  inject  malicious  code  onto  other  government  websites connecting to the data center."
198,Significant Cyber Incidents Since 2006,June,2018,Researchers reveal that North Korean hackers targeted a South Korean think tank focused  on  national  security  issues.  The  hackers  used  a  zero-day  exploit  to  compromise  the organization’s website and insert a backdoor for injecting code.,June 2018.   Researchers reveal that North Korean hackers targeted a South Korean think tank focused  on  national  security  issues.  The  hackers  used  a  zero-day  exploit  to  compromise  the organization’s website and insert a backdoor for injecting code.
199,Significant Cyber Incidents Since 2006,June,2018,The U.S. Treasury Department announced sanctions against five Russian companies and three individuals for enabling Russian intelligence and military units to conduct cyberattacks against the U.S.,June 2018.  The U.S. Treasury Department announced sanctions against five Russian companies and three individuals for enabling Russian intelligence and military units to conduct cyberattacks against the U.S.
200,Significant Cyber Incidents Since 2006,June,2018,"Chinese government hackers compromised the networks of a U.S. Navy contractor, stealing  614  GB  of  data  related  to  weapons,  sensor,  and  communication  systems  under development for U.S. submarines.","June 2018.  Chinese government hackers compromised the networks of a U.S. Navy contractor, stealing  614  GB  of  data  related  to  weapons,  sensor,  and  communication  systems  under development for U.S. submarines."
201,Significant Cyber Incidents Since 2006,May,2018,"Cyber security researchers reported that North Korean hackers had been targeting defectors through compromised Android apps hosted through the Google Play market, stealing device information and allowing the insertion of executable code stealing photos, contact lists, and text messages.","May 2018.   Cyber security researchers reported that North Korean hackers had been targeting defectors through compromised Android apps hosted through the Google Play market, stealing device information and allowing the insertion of executable code stealing photos, contact lists, and text messages."
202,Significant Cyber Incidents Since 2006,May,2018,"Security researchers reveal that the Pakistani military used Facebook Messenger to distribute  spyware  to  targets  in  the  Middle  East,  Afghanistan,  and  India  in  an  attempt  to compromise government officials, medical professionals, and others.","May 2018.   Security researchers reveal that the Pakistani military used Facebook Messenger to distribute  spyware  to  targets  in  the  Middle  East,  Afghanistan,  and  India  in  an  attempt  to compromise government officials, medical professionals, and others."
203,Significant Cyber Incidents Since 2006,May,2018,Turkish  government  hackers  were  discovered  to  be  using  surveillance  software FinFisher to infect Turkish dissidents and protesters.,May  2018.    Turkish  government  hackers  were  discovered  to  be  using  surveillance  software FinFisher to infect Turkish dissidents and protesters.
204,Significant Cyber Incidents Since 2006,May,2018,"An  unknown  group  of  hackers  stole  between  $18  and  $20  million  dollars  from Mexican  banks  by  exploiting  the  SWIFT  transfer  system,  submitting  a  series  of  false  transfer orders to phantom accounts in other banks and emptying the accounts in dozens of branch offices.","May  2018.   An  unknown  group  of  hackers  stole  between  $18  and  $20  million  dollars  from Mexican  banks  by  exploiting  the  SWIFT  transfer  system,  submitting  a  series  of  false  transfer orders to phantom accounts in other banks and emptying the accounts in dozens of branch offices."
205,Significant Cyber Incidents Since 2006,May,2018,"Within 24 hours of President Trump’s announcement that the US would withdraw from  the  Iran  nuclear  agreement,  security  firms  reported  increases  in  Iranian  hacking  activity, including the sending of emails containing malware to diplomats in the Foreign Affairs ministries of US allies, as well as global telecommunication companies.","May 2018.   Within 24 hours of President Trump’s announcement that the US would withdraw from  the  Iran  nuclear  agreement,  security  firms  reported  increases  in  Iranian  hacking  activity, including the sending of emails containing malware to diplomats in the Foreign Affairs ministries of US allies, as well as global telecommunication companies."
206,Significant Cyber Incidents Since 2006,May,2018,Researchers reveal that a hacking group connected to Russian intelligence services had been conducting reconnaissance on the business and ICS networks of electric utilities in the US and UK since May 2017.,May 2018.   Researchers reveal that a hacking group connected to Russian intelligence services had been conducting reconnaissance on the business and ICS networks of electric utilities in the US and UK since May 2017.
207,Significant Cyber Incidents Since 2006,April,2018,Security  researchers  report  that  an  Indian  hacking  group  had  been  targeting government agencies and research institutions in China and Pakistan since 2013.,April  2018.    Security  researchers  report  that  an  Indian  hacking  group  had  been  targeting government agencies and research institutions in China and Pakistan since 2013.
208,Significant Cyber Incidents Since 2006,April,2018,"Cyber  security  researchers  reveal  that  North  Korean  hackers  targeted  critical infrastructure, finance, healthcare, and other industries in 17 countries using malware resembling the code used in the 2014 Sony Pictures attack.","April  2018.    Cyber  security  researchers  reveal  that  North  Korean  hackers  targeted  critical infrastructure, finance, healthcare, and other industries in 17 countries using malware resembling the code used in the 2014 Sony Pictures attack."
209,Significant Cyber Incidents Since 2006,April,2018,"Israeli cyber researchers revealed that Hamas had planted spyware in mobile phones owned by members of Fatah, a rival Palestinian faction","April 2018.  Israeli cyber researchers revealed that Hamas had planted spyware in mobile phones owned by members of Fatah, a rival Palestinian faction"
210,Significant Cyber Incidents Since 2006,April,2018,Reports from cyber security researchers indicate that Chinese state-sponsored hacking groups have targeted Japanese defense companies in an attempt to gain information on Tokyo’s policies towards North Korea,April 2018.  Reports from cyber security researchers indicate that Chinese state-sponsored hacking groups have targeted Japanese defense companies in an attempt to gain information on Tokyo’s policies towards North Korea
211,Significant Cyber Incidents Since 2006,April,2018,US and UK officials issued a joint warning that Russia was deliberately targeting western critical infrastructure by compromising home and business routers,April 2018.   US and UK officials issued a joint warning that Russia was deliberately targeting western critical infrastructure by compromising home and business routers
212,Significant Cyber Incidents Since 2006,April,2018,"The  director  of  the  UK’s  Government  Communications  Headquarters  (GCHQ) announced that the organization had been conducting offensive cyber operations against ISIS to suppress their propaganda, disrupt their coordination, and protect deployed military personnel","April  2018.    The  director  of  the  UK’s  Government  Communications  Headquarters  (GCHQ) announced that the organization had been conducting offensive cyber operations against ISIS to suppress their propaganda, disrupt their coordination, and protect deployed military personnel"
213,Significant Cyber Incidents Since 2006,April,2018,The  chief  of  Germany’s  domestic  intelligence  services  accused  Russia  of  being behind the December 2017 attack on the government’s computer networks,April  2018.   The  chief  of  Germany’s  domestic  intelligence  services  accused  Russia  of  being behind the December 2017 attack on the government’s computer networks
214,Significant Cyber Incidents Since 2006,April,2018,The UK’s National Cyber Security Centre released an advisory note warning that Russian state actors were targeting UK critical infrastructure by infiltrating supply chains,April 2018.   The UK’s National Cyber Security Centre released an advisory note warning that Russian state actors were targeting UK critical infrastructure by infiltrating supply chains
215,Significant Cyber Incidents Since 2006,April,2018,"All government services of Sint. Maarten, a Caribbean island and constitute country of  the  Netherlands,  were  taken  offline  for  a  week  after  a  cyber  attack.  According  to  local authorities, this is the third cyber attack the country has faced in just over a year.","April 2018.  All government services of Sint. Maarten, a Caribbean island and constitute country of  the  Netherlands,  were  taken  offline  for  a  week  after  a  cyber  attack.  According  to  local authorities, this is the third cyber attack the country has faced in just over a year."
216,Significant Cyber Incidents Since 2006,April,2018,The North Korean hacking group responsible for the SWIFT attacks was found to have targeted a Central American online casino in an attempt to siphon funds,April 2018.   The North Korean hacking group responsible for the SWIFT attacks was found to have targeted a Central American online casino in an attempt to siphon funds
217,Significant Cyber Incidents Since 2006,March,2018,"Online services for the city of Atlanta were disrupted after a ransomware attack struck  the  city’s  networks,  demanding  $55,000  worth  of  bitcoin  in  payment.  The  city  would eventually spend approximately $2.6 million recovering from the attack.","March 2018.   Online services for the city of Atlanta were disrupted after a ransomware attack struck  the  city’s  networks,  demanding  $55,000  worth  of  bitcoin  in  payment.  The  city  would eventually spend approximately $2.6 million recovering from the attack."
218,Significant Cyber Incidents Since 2006,March,2018,"Baltimore’s 911 dispatch system was taken down for 17 hours after a ransomware attack, forcing the city to revert to manual dispatching of emergency services","March 2018.  Baltimore’s 911 dispatch system was taken down for 17 hours after a ransomware attack, forcing the city to revert to manual dispatching of emergency services"
219,Significant Cyber Incidents Since 2006,March,2018,"The  US  Departments  of  Justice  and  Treasury  accused  Iran  in  an  indictment  of stealing intellectual property from more than 300 universities, as well as government agencies and financial services companies.","March  2018.   The  US  Departments  of  Justice  and  Treasury  accused  Iran  in  an  indictment  of stealing intellectual property from more than 300 universities, as well as government agencies and financial services companies."
220,Significant Cyber Incidents Since 2006,March,2018,"The FBI and Department of Homeland Security issued a joint technical alert to warn of Russian cyber attacks against US critical infrastructure. Targets included energy, nuclear, water, aviation, and manufacturing facilities.","March 2018.  The FBI and Department of Homeland Security issued a joint technical alert to warn of Russian cyber attacks against US critical infrastructure. Targets included energy, nuclear, water, aviation, and manufacturing facilities."
221,Significant Cyber Incidents Since 2006,March,2018,A data breach of the company Under Armor compromised the information of 150 million users of its fitness and nutrition tracking app MyFitnessPal,March 2018.  A data breach of the company Under Armor compromised the information of 150 million users of its fitness and nutrition tracking app MyFitnessPal
222,Significant Cyber Incidents Since 2006,March,2018,Cybersecurity researchers reveal that a Chinese hacking group used malware to attack the service provider for the UK government in an attempt to gain access to contractors at various UK government departments and military organizations,March 2018.   Cybersecurity researchers reveal that a Chinese hacking group used malware to attack the service provider for the UK government in an attempt to gain access to contractors at various UK government departments and military organizations
223,Significant Cyber Incidents Since 2006,March,2018,Cybersecurity researchers announce evidence that the same North Korean hacking group linked to the SWIFT financial network attacks has been targeting several major Turkish banks and government finance agencies.,March 2018.  Cybersecurity researchers announce evidence that the same North Korean hacking group linked to the SWIFT financial network attacks has been targeting several major Turkish banks and government finance agencies.
224,Significant Cyber Incidents Since 2006,March,2018,A  UN  report  details  attempts  by  North  Korean  hackers  to  compromise  email accounts of the members of a UN panel enforcing trade sanctions against North Korea.,March  2018.   A  UN  report  details  attempts  by  North  Korean  hackers  to  compromise  email accounts of the members of a UN panel enforcing trade sanctions against North Korea.
225,Significant Cyber Incidents Since 2006,February,2018,"German news reported that a Russian hacking group had breached the online networks of Germany’s foreign and interior ministries, exfiltrating at least 17 gigabytes of data in an intrusion that went undetected for a year.","February 2018.   German news reported that a Russian hacking group had breached the online networks of Germany’s foreign and interior ministries, exfiltrating at least 17 gigabytes of data in an intrusion that went undetected for a year."
226,Significant Cyber Incidents Since 2006,February,2018,The Justice Department indicted 13 Russians and three companies for their online efforts to interfere in the 2016 US presidential elections.,February 2018.  The Justice Department indicted 13 Russians and three companies for their online efforts to interfere in the 2016 US presidential elections.
227,Significant Cyber Incidents Since 2006,February,2018,The US and UK formally blame Russia for the June 2017 NotPetya ransomware attack that caused billions of dollars in damages across the world.,February 2018.  The US and UK formally blame Russia for the June 2017 NotPetya ransomware attack that caused billions of dollars in damages across the world.
228,Significant Cyber Incidents Since 2006,February,2018,A cyberattack on the Pyeongchang Olympic Games attributed to Russia took the official Olympic website offline for 12 hours and disrupted wifi and televisions at the Pyeongchang Olympic stadium.,February 2018.  A cyberattack on the Pyeongchang Olympic Games attributed to Russia took the official Olympic website offline for 12 hours and disrupted wifi and televisions at the Pyeongchang Olympic stadium.
229,Significant Cyber Incidents Since 2006,February,2018,Officials at the Department of Homeland Security confirmed that Russian hackers successfully penetrated the voter registration rolls of several US states prior to the 2016 election.,February 2018.  Officials at the Department of Homeland Security confirmed that Russian hackers successfully penetrated the voter registration rolls of several US states prior to the 2016 election.
230,Significant Cyber Incidents Since 2006,January,2018,"China denied that the computer network it supplied to the African Union allowed it access the AU’s confidential information and transfer it to China, or that it had bugged offices in the AU headquarters that it had built.","January 2018. China denied that the computer network it supplied to the African Union allowed it access the AU’s confidential information and transfer it to China, or that it had bugged offices in the AU headquarters that it had built."
231,Significant Cyber Incidents Since 2006,January,2018,"A Japan-based cryptocurrency exchange reveals that it lost $530 million worth of the cryptocurrency NEM in a hack, in what amounts to possibly the largest cryptocurrency heist of all time.","January 2018. A Japan-based cryptocurrency exchange reveals that it lost $530 million worth of the cryptocurrency NEM in a hack, in what amounts to possibly the largest cryptocurrency heist of all time."
232,Significant Cyber Incidents Since 2006,January,2018,"Norwegian officials discover a “very professional” attempt to steal patient data from a Norwegian hospital system, in an attack they speculate was connected to the upcoming NATO Trident Juncture 18 military exercise.","January 2018. Norwegian officials discover a “very professional” attempt to steal patient data from a Norwegian hospital system, in an attack they speculate was connected to the upcoming NATO Trident Juncture 18 military exercise."
233,Significant Cyber Incidents Since 2006,January,2018,"A hacking group with ties to the Lebanese General Directorate of General Security was revealed to have been involved in a six-year campaign to steal text messages, call logs, and files from journalists, military officers, corporations, and other targets in 21 countries worldwide.","January 2018.  A hacking group with ties to the Lebanese General Directorate of General Security was revealed to have been involved in a six-year campaign to steal text messages, call logs, and files from journalists, military officers, corporations, and other targets in 21 countries worldwide."
234,Significant Cyber Incidents Since 2006,January,2018,"The Unique Identification Authority of India and its Aadhaar system are hacked by unknown actors, resulting in the personal data of more than 1 billion people being available for purchase.","January 2018. The Unique Identification Authority of India and its Aadhaar system are hacked by unknown actors, resulting in the personal data of more than 1 billion people being available for purchase."
