ID,industrycode,industry,code,name
402,31-33,Manufacturing,31519,Other Apparel Knitting Mills
403,31-33,Manufacturing,315190,Other Apparel Knitting Mills
404,31-33,Manufacturing,3152,Cut and Sew Apparel Manufacturing
405,31-33,Manufacturing,31521,Cut and Sew Apparel Contractors
406,31-33,Manufacturing,315210,Cut and Sew Apparel Contractors
407,31-33,Manufacturing,31522,Men’s and Boys’ Cut and Sew Apparel Manufacturing
408,31-33,Manufacturing,315220,Men’s and Boys’ Cut and Sew Apparel Manufacturing
409,31-33,Manufacturing,31524,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing"
410,31-33,Manufacturing,315240,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing"
411,31-33,Manufacturing,31528,Other Cut and Sew Apparel Manufacturing
412,31-33,Manufacturing,315280,Other Cut and Sew Apparel Manufacturing
413,31-33,Manufacturing,3159,Apparel Accessories and Other Apparel Manufacturing
414,31-33,Manufacturing,31599,Apparel Accessories and Other Apparel Manufacturing
415,31-33,Manufacturing,315990,Apparel Accessories and Other Apparel Manufacturing
416,31-33,Manufacturing,316,Leather and Allied Product Manufacturing
417,31-33,Manufacturing,3161,Leather and Hide Tanning and Finishing
418,31-33,Manufacturing,31611,Leather and Hide Tanning and Finishing
419,31-33,Manufacturing,316110,Leather and Hide Tanning and Finishing
420,31-33,Manufacturing,3162,Footwear Manufacturing
421,31-33,Manufacturing,31621,Footwear Manufacturing
422,31-33,Manufacturing,316210,Footwear Manufacturing
423,31-33,Manufacturing,3169,Other Leather and Allied Product Manufacturing
424,31-33,Manufacturing,31699,Other Leather and Allied Product Manufacturing
425,31-33,Manufacturing,316992,Women's Handbag and Purse Manufacturing
426,31-33,Manufacturing,316998,All Other Leather Good and Allied Product Manufacturing
427,31-33,Manufacturing,321,Wood Product Manufacturing
428,31-33,Manufacturing,3211,Sawmills and Wood Preservation
429,31-33,Manufacturing,32111,Sawmills and Wood Preservation
430,31-33,Manufacturing,321113,Sawmills
431,31-33,Manufacturing,321114,Wood Preservation
432,31-33,Manufacturing,3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing"
433,31-33,Manufacturing,32121,"Veneer, Plywood, and Engineered Wood Product Manufacturing"
434,31-33,Manufacturing,321211,Hardwood Veneer and Plywood Manufacturing
435,31-33,Manufacturing,321212,Softwood Veneer and Plywood Manufacturing
436,31-33,Manufacturing,321213,Engineered Wood Member (except Truss) Manufacturing
437,31-33,Manufacturing,321214,Truss Manufacturing
438,31-33,Manufacturing,321219,Reconstituted Wood Product Manufacturing
439,31-33,Manufacturing,3219,Other Wood Product Manufacturing
440,31-33,Manufacturing,32191,Millwork
441,31-33,Manufacturing,321911,Wood Window and Door Manufacturing
442,31-33,Manufacturing,321912,"Cut Stock, Resawing Lumber, and Planing"
443,31-33,Manufacturing,321918,Other Millwork (including Flooring)
444,31-33,Manufacturing,32192,Wood Container and Pallet Manufacturing
445,31-33,Manufacturing,321920,Wood Container and Pallet Manufacturing
446,31-33,Manufacturing,32199,All Other Wood Product Manufacturing
447,31-33,Manufacturing,321991,Manufactured Home (Mobile Home) Manufacturing
448,31-33,Manufacturing,321992,Prefabricated Wood Building Manufacturing
449,31-33,Manufacturing,321999,All Other Miscellaneous Wood Product Manufacturing
450,31-33,Manufacturing,322,Paper Manufacturing
451,31-33,Manufacturing,3221,"Pulp, Paper, and Paperboard Mills"
452,31-33,Manufacturing,32211,Pulp Mills
453,31-33,Manufacturing,322110,Pulp Mills
454,31-33,Manufacturing,32212,Paper Mills
455,31-33,Manufacturing,322121,Paper (except Newsprint) Mills
456,31-33,Manufacturing,322122,Newsprint Mills
457,31-33,Manufacturing,32213,Paperboard Mills
458,31-33,Manufacturing,322130,Paperboard Mills
459,31-33,Manufacturing,3222,Converted Paper Product Manufacturing
460,31-33,Manufacturing,32221,Paperboard Container Manufacturing
461,31-33,Manufacturing,322211,Corrugated and Solid Fiber Box Manufacturing
462,31-33,Manufacturing,322212,Folding Paperboard Box Manufacturing
463,31-33,Manufacturing,322219,Other Paperboard Container Manufacturing
464,31-33,Manufacturing,32222,Paper Bag and Coated and Treated Paper Manufacturing
465,31-33,Manufacturing,322220,Paper Bag and Coated and Treated Paper Manufacturing
466,31-33,Manufacturing,32223,Stationery Product Manufacturing
467,31-33,Manufacturing,322230,Stationery Product Manufacturing
468,31-33,Manufacturing,32229,Other Converted Paper Product Manufacturing
469,31-33,Manufacturing,322291,Sanitary Paper Product Manufacturing
470,31-33,Manufacturing,322299,All Other Converted Paper Product Manufacturing
471,31-33,Manufacturing,323,Printing and Related Support Activities
472,31-33,Manufacturing,3231,Printing and Related Support Activities
473,31-33,Manufacturing,32311,Printing
474,31-33,Manufacturing,323111,Commercial Printing (except Screen and Books)
475,31-33,Manufacturing,323113,Commercial Screen Printing
476,31-33,Manufacturing,323117,Books Printing
477,31-33,Manufacturing,32312,Support Activities for Printing
478,31-33,Manufacturing,323120,Support Activities for Printing
479,31-33,Manufacturing,324,Petroleum and Coal Products Manufacturing
480,31-33,Manufacturing,3241,Petroleum and Coal Products Manufacturing
481,31-33,Manufacturing,32411,Petroleum Refineries
482,31-33,Manufacturing,324110,Petroleum Refineries
483,31-33,Manufacturing,32412,"Asphalt Paving, Roofing, and Saturated Materials Manufacturing"
484,31-33,Manufacturing,324121,Asphalt Paving Mixture and Block Manufacturing
485,31-33,Manufacturing,324122,Asphalt Shingle and Coating Materials Manufacturing
486,31-33,Manufacturing,32419,Other Petroleum and Coal Products Manufacturing
487,31-33,Manufacturing,324191,Petroleum Lubricating Oil and Grease Manufacturing
488,31-33,Manufacturing,324199,All Other Petroleum and Coal Products Manufacturing
489,31-33,Manufacturing,325,Chemical Manufacturing
490,31-33,Manufacturing,3251,Basic Chemical Manufacturing
491,31-33,Manufacturing,32511,Petrochemical Manufacturing
492,31-33,Manufacturing,325110,Petrochemical Manufacturing
493,31-33,Manufacturing,32512,Industrial Gas Manufacturing
494,31-33,Manufacturing,325120,Industrial Gas Manufacturing
495,31-33,Manufacturing,32513,Synthetic Dye and Pigment Manufacturing
496,31-33,Manufacturing,325130,Synthetic Dye and Pigment Manufacturing
497,31-33,Manufacturing,32518,Other Basic Inorganic Chemical Manufacturing
498,31-33,Manufacturing,325180,Other Basic Inorganic Chemical Manufacturing
499,31-33,Manufacturing,32519,Other Basic Organic Chemical Manufacturing
500,31-33,Manufacturing,325193,Ethyl Alcohol Manufacturing
501,31-33,Manufacturing,325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing"
502,31-33,Manufacturing,325199,All Other Basic Organic Chemical Manufacturing
503,31-33,Manufacturing,3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing"
504,31-33,Manufacturing,32521,Resin and Synthetic Rubber Manufacturing
505,31-33,Manufacturing,325211,Plastics Material and Resin Manufacturing
506,31-33,Manufacturing,325212,Synthetic Rubber Manufacturing
507,31-33,Manufacturing,32522,Artificial and Synthetic Fibers and Filaments Manufacturing
508,31-33,Manufacturing,325220,Artificial and Synthetic Fibers and Filaments Manufacturing
509,31-33,Manufacturing,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing"
510,31-33,Manufacturing,32531,Fertilizer Manufacturing
511,31-33,Manufacturing,325311,Nitrogenous Fertilizer Manufacturing
512,31-33,Manufacturing,325312,Phosphatic Fertilizer Manufacturing
513,31-33,Manufacturing,325314,Fertilizer (Mixing Only) Manufacturing
514,31-33,Manufacturing,32532,Pesticide and Other Agricultural Chemical Manufacturing
515,31-33,Manufacturing,325320,Pesticide and Other Agricultural Chemical Manufacturing
516,31-33,Manufacturing,3254,Pharmaceutical and Medicine Manufacturing
517,31-33,Manufacturing,32541,Pharmaceutical and Medicine Manufacturing
518,31-33,Manufacturing,325411,Medicinal and Botanical Manufacturing
519,31-33,Manufacturing,325412,Pharmaceutical Preparation Manufacturing
520,31-33,Manufacturing,325413,In-Vitro Diagnostic Substance Manufacturing
521,31-33,Manufacturing,325414,Biological Product (except Diagnostic) Manufacturing
522,31-33,Manufacturing,3255,"Paint, Coating, and Adhesive Manufacturing"
523,31-33,Manufacturing,32551,Paint and Coating Manufacturing
524,31-33,Manufacturing,325510,Paint and Coating Manufacturing
525,31-33,Manufacturing,32552,Adhesive Manufacturing
526,31-33,Manufacturing,325520,Adhesive Manufacturing
527,31-33,Manufacturing,3256,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing"
528,31-33,Manufacturing,32561,Soap and Cleaning Compound Manufacturing
529,31-33,Manufacturing,325611,Soap and Other Detergent Manufacturing
530,31-33,Manufacturing,325612,Polish and Other Sanitation Good Manufacturing
531,31-33,Manufacturing,325613,Surface Active Agent Manufacturing
532,31-33,Manufacturing,32562,Toilet Preparation Manufacturing
533,31-33,Manufacturing,325620,Toilet Preparation Manufacturing
534,31-33,Manufacturing,3259,Other Chemical Product and Preparation Manufacturing
535,31-33,Manufacturing,32591,Printing Ink Manufacturing
536,31-33,Manufacturing,325910,Printing Ink Manufacturing
537,31-33,Manufacturing,32592,Explosives Manufacturing
538,31-33,Manufacturing,325920,Explosives Manufacturing
539,31-33,Manufacturing,32599,All Other Chemical Product and Preparation Manufacturing
540,31-33,Manufacturing,325991,Custom Compounding of Purchased Resins
541,31-33,Manufacturing,325992,"Photographic Film, Paper, Plate, and Chemical Manufacturing"
542,31-33,Manufacturing,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing
543,31-33,Manufacturing,326,Plastics and Rubber Products Manufacturing
544,31-33,Manufacturing,3261,Plastics Product Manufacturing
545,31-33,Manufacturing,32611,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing
546,31-33,Manufacturing,326111,Plastics Bag and Pouch Manufacturing
547,31-33,Manufacturing,326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
548,31-33,Manufacturing,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing
549,31-33,Manufacturing,32612,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing"
550,31-33,Manufacturing,326121,Unlaminated Plastics Profile Shape Manufacturing
551,31-33,Manufacturing,326122,Plastics Pipe and Pipe Fitting Manufacturing
552,31-33,Manufacturing,32613,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
553,31-33,Manufacturing,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
554,31-33,Manufacturing,32614,Polystyrene Foam Product Manufacturing
555,31-33,Manufacturing,326140,Polystyrene Foam Product Manufacturing
556,31-33,Manufacturing,32615,Urethane and Other Foam Product (except Polystyrene) Manufacturing
557,31-33,Manufacturing,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing
558,31-33,Manufacturing,32616,Plastics Bottle Manufacturing
559,31-33,Manufacturing,326160,Plastics Bottle Manufacturing
560,31-33,Manufacturing,32619,Other Plastics Product Manufacturing
561,31-33,Manufacturing,326191,Plastics Plumbing Fixture Manufacturing
562,31-33,Manufacturing,326199,All Other Plastics Product Manufacturing
563,31-33,Manufacturing,3262,Rubber Product Manufacturing
564,31-33,Manufacturing,32621,Tire Manufacturing
565,31-33,Manufacturing,326211,Tire Manufacturing (except Retreading)
566,31-33,Manufacturing,326212,Tire Retreading
567,31-33,Manufacturing,32622,Rubber and Plastics Hoses and Belting Manufacturing
568,31-33,Manufacturing,326220,Rubber and Plastics Hoses and Belting Manufacturing
569,31-33,Manufacturing,32629,Other Rubber Product Manufacturing
570,31-33,Manufacturing,326291,Rubber Product Manufacturing for Mechanical Use
571,31-33,Manufacturing,326299,All Other Rubber Product Manufacturing
572,31-33,Manufacturing,327,Nonmetallic Mineral Product Manufacturing
573,31-33,Manufacturing,3271,Clay Product and Refractory Manufacturing
574,31-33,Manufacturing,32711,"Pottery, Ceramics, and Plumbing Fixture Manufacturing"
575,31-33,Manufacturing,327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing"
576,31-33,Manufacturing,32712,Clay Building Material and Refractories Manufacturing
577,31-33,Manufacturing,327120,Clay Building Material and Refractories Manufacturing
578,31-33,Manufacturing,3272,Glass and Glass Product Manufacturing
579,31-33,Manufacturing,32721,Glass and Glass Product Manufacturing
580,31-33,Manufacturing,327211,Flat Glass Manufacturing
581,31-33,Manufacturing,327212,Other Pressed and Blown Glass and Glassware Manufacturing
582,31-33,Manufacturing,327213,Glass Container Manufacturing
583,31-33,Manufacturing,327215,Glass Product Manufacturing Made of Purchased Glass
584,31-33,Manufacturing,3273,Cement and Concrete Product Manufacturing
585,31-33,Manufacturing,32731,Cement Manufacturing
586,31-33,Manufacturing,327310,Cement Manufacturing
587,31-33,Manufacturing,32732,Ready-Mix Concrete Manufacturing
588,31-33,Manufacturing,327320,Ready-Mix Concrete Manufacturing
589,31-33,Manufacturing,32733,"Concrete Pipe, Brick, and Block Manufacturing"
590,31-33,Manufacturing,327331,Concrete Block and Brick Manufacturing
591,31-33,Manufacturing,327332,Concrete Pipe Manufacturing
592,31-33,Manufacturing,32739,Other Concrete Product Manufacturing
593,31-33,Manufacturing,327390,Other Concrete Product Manufacturing
594,31-33,Manufacturing,3274,Lime and Gypsum Product Manufacturing
595,31-33,Manufacturing,32741,Lime Manufacturing
596,31-33,Manufacturing,327410,Lime Manufacturing
597,31-33,Manufacturing,32742,Gypsum Product Manufacturing
598,31-33,Manufacturing,327420,Gypsum Product Manufacturing
599,31-33,Manufacturing,3279,Other Nonmetallic Mineral Product Manufacturing
600,31-33,Manufacturing,32791,Abrasive Product Manufacturing
601,31-33,Manufacturing,327910,Abrasive Product Manufacturing
602,31-33,Manufacturing,32799,All Other Nonmetallic Mineral Product Manufacturing
603,31-33,Manufacturing,327991,Cut Stone and Stone Product Manufacturing
604,31-33,Manufacturing,327992,Ground or Treated Mineral and Earth Manufacturing
605,31-33,Manufacturing,327993,Mineral Wool Manufacturing
606,31-33,Manufacturing,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing
607,31-33,Manufacturing,331,Primary Metal Manufacturing
608,31-33,Manufacturing,3311,Iron and Steel Mills and Ferroalloy Manufacturing
609,31-33,Manufacturing,33111,Iron and Steel Mills and Ferroalloy Manufacturing
610,31-33,Manufacturing,331110,Iron and Steel Mills and Ferroalloy Manufacturing
611,31-33,Manufacturing,3312,Steel Product Manufacturing from Purchased Steel
612,31-33,Manufacturing,33121,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
613,31-33,Manufacturing,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
614,31-33,Manufacturing,33122,Rolling and Drawing of Purchased Steel
615,31-33,Manufacturing,331221,Rolled Steel Shape Manufacturing
616,31-33,Manufacturing,331222,Steel Wire Drawing
617,31-33,Manufacturing,3313,Alumina and Aluminum Production and Processing
618,31-33,Manufacturing,33131,Alumina and Aluminum Production and Processing
619,31-33,Manufacturing,331313,Alumina Refining and Primary Aluminum Production
620,31-33,Manufacturing,331314,Secondary Smelting and Alloying of Aluminum
621,31-33,Manufacturing,331315,"Aluminum Sheet, Plate, and Foil Manufacturing"
622,31-33,Manufacturing,331318,"Other Aluminum Rolling, Drawing, and Extruding"
623,31-33,Manufacturing,3314,Nonferrous Metal (except Aluminum) Production and Processing
624,31-33,Manufacturing,33141,Nonferrous Metal (except Aluminum) Smelting and Refining
625,31-33,Manufacturing,331410,Nonferrous Metal (except Aluminum) Smelting and Refining
626,31-33,Manufacturing,33142,"Copper Rolling, Drawing, Extruding, and Alloying"
627,31-33,Manufacturing,331420,"Copper Rolling, Drawing, Extruding, and Alloying"
628,31-33,Manufacturing,33149,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying"
629,31-33,Manufacturing,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding"
630,31-33,Manufacturing,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)"
631,31-33,Manufacturing,3315,Foundries
632,31-33,Manufacturing,33151,Ferrous Metal Foundries
633,31-33,Manufacturing,331511,Iron Foundries
634,31-33,Manufacturing,331512,Steel Investment Foundries
635,31-33,Manufacturing,331513,Steel Foundries (except Investment)
636,31-33,Manufacturing,33152,Nonferrous Metal Foundries
637,31-33,Manufacturing,331523,Nonferrous Metal Die-Casting Foundries
638,31-33,Manufacturing,331524,Aluminum Foundries (except Die-Casting)
639,31-33,Manufacturing,331529,Other Nonferrous Metal Foundries (except Die-Casting)
640,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing
641,31-33,Manufacturing,3321,Forging and Stamping
642,31-33,Manufacturing,33211,Forging and Stamping
643,31-33,Manufacturing,332111,Iron and Steel Forging
644,31-33,Manufacturing,332112,Nonferrous Forging
645,31-33,Manufacturing,332114,Custom Roll Forming
646,31-33,Manufacturing,332117,Powder Metallurgy Part Manufacturing
647,31-33,Manufacturing,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)"
648,31-33,Manufacturing,3322,Cutlery and Handtool Manufacturing
649,31-33,Manufacturing,33221,Cutlery and Handtool Manufacturing
650,31-33,Manufacturing,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing"
651,31-33,Manufacturing,332216,Saw Blade and Handtool Manufacturing
652,31-33,Manufacturing,3323,Architectural and Structural Metals Manufacturing
653,31-33,Manufacturing,33231,Plate Work and Fabricated Structural Product Manufacturing
654,31-33,Manufacturing,332311,Prefabricated Metal Building and Component Manufacturing
655,31-33,Manufacturing,332312,Fabricated Structural Metal Manufacturing
656,31-33,Manufacturing,332313,Plate Work Manufacturing
657,31-33,Manufacturing,33232,Ornamental and Architectural Metal Products Manufacturing
658,31-33,Manufacturing,332321,Metal Window and Door Manufacturing
659,31-33,Manufacturing,332322,Sheet Metal Work Manufacturing
660,31-33,Manufacturing,332323,Ornamental and Architectural Metal Work Manufacturing
661,31-33,Manufacturing,3324,"Boiler, Tank, and Shipping Container Manufacturing"
662,31-33,Manufacturing,33241,Power Boiler and Heat Exchanger Manufacturing
663,31-33,Manufacturing,332410,Power Boiler and Heat Exchanger Manufacturing
664,31-33,Manufacturing,33242,Metal Tank (Heavy Gauge) Manufacturing
665,31-33,Manufacturing,332420,Metal Tank (Heavy Gauge) Manufacturing
666,31-33,Manufacturing,33243,"Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing"
667,31-33,Manufacturing,332431,Metal Can Manufacturing
668,31-33,Manufacturing,332439,Other Metal Container Manufacturing
669,31-33,Manufacturing,3325,Hardware Manufacturing
670,31-33,Manufacturing,33251,Hardware Manufacturing
671,31-33,Manufacturing,332510,Hardware Manufacturing
672,31-33,Manufacturing,3326,Spring and Wire Product Manufacturing
673,31-33,Manufacturing,33261,Spring and Wire Product Manufacturing
674,31-33,Manufacturing,332613,Spring Manufacturing
675,31-33,Manufacturing,332618,Other Fabricated Wire Product Manufacturing
676,31-33,Manufacturing,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing"
677,31-33,Manufacturing,33271,Machine Shops
678,31-33,Manufacturing,332710,Machine Shops
679,31-33,Manufacturing,33272,"Turned Product and Screw, Nut, and Bolt Manufacturing"
680,31-33,Manufacturing,332721,Precision Turned Product Manufacturing
681,31-33,Manufacturing,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
682,31-33,Manufacturing,3328,"Coating, Engraving, Heat Treating, and Allied Activities"
683,31-33,Manufacturing,33281,"Coating, Engraving, Heat Treating, and Allied Activities"
684,31-33,Manufacturing,332811,Metal Heat Treating
685,31-33,Manufacturing,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
686,31-33,Manufacturing,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
687,31-33,Manufacturing,3329,Other Fabricated Metal Product Manufacturing
688,31-33,Manufacturing,33291,Metal Valve Manufacturing
689,31-33,Manufacturing,332911,Industrial Valve Manufacturing
690,31-33,Manufacturing,332912,Fluid Power Valve and Hose Fitting Manufacturing
691,31-33,Manufacturing,332913,Plumbing Fixture Fitting and Trim Manufacturing
692,31-33,Manufacturing,332919,Other Metal Valve and Pipe Fitting Manufacturing
693,31-33,Manufacturing,33299,All Other Fabricated Metal Product Manufacturing
694,31-33,Manufacturing,332991,Ball and Roller Bearing Manufacturing
695,31-33,Manufacturing,332992,Small Arms Ammunition Manufacturing
696,31-33,Manufacturing,332993,Ammunition (except Small Arms) Manufacturing
697,31-33,Manufacturing,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing"
698,31-33,Manufacturing,332996,Fabricated Pipe and Pipe Fitting Manufacturing
699,31-33,Manufacturing,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
700,31-33,Manufacturing,333,Machinery Manufacturing
701,31-33,Manufacturing,3331,"Agriculture, Construction, and Mining Machinery Manufacturing"
702,31-33,Manufacturing,33311,Agricultural Implement Manufacturing
703,31-33,Manufacturing,333111,Farm Machinery and Equipment Manufacturing
704,31-33,Manufacturing,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing
705,31-33,Manufacturing,33312,Construction Machinery Manufacturing
706,31-33,Manufacturing,333120,Construction Machinery Manufacturing
707,31-33,Manufacturing,33313,Mining and Oil and Gas Field Machinery Manufacturing
708,31-33,Manufacturing,333131,Mining Machinery and Equipment Manufacturing
709,31-33,Manufacturing,333132,Oil and Gas Field Machinery and Equipment Manufacturing
710,31-33,Manufacturing,3332,Industrial Machinery Manufacturing
711,31-33,Manufacturing,33324,Industrial Machinery Manufacturing
712,31-33,Manufacturing,333241,Food Product Machinery Manufacturing
713,31-33,Manufacturing,333242,Semiconductor Machinery Manufacturing
714,31-33,Manufacturing,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing"
715,31-33,Manufacturing,333244,Printing Machinery and Equipment Manufacturing
716,31-33,Manufacturing,333249,Other Industrial Machinery Manufacturing
717,31-33,Manufacturing,3333,Commercial and Service Industry Machinery Manufacturing
718,31-33,Manufacturing,33331,Commercial and Service Industry Machinery Manufacturing
719,31-33,Manufacturing,333314,Optical Instrument and Lens Manufacturing
720,31-33,Manufacturing,333316,Photographic and Photocopying Equipment Manufacturing
721,31-33,Manufacturing,333318,Other Commercial and Service Industry Machinery Manufacturing
722,31-33,Manufacturing,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
723,31-33,Manufacturing,33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
724,31-33,Manufacturing,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
725,31-33,Manufacturing,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing
726,31-33,Manufacturing,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
727,31-33,Manufacturing,3335,Metalworking Machinery Manufacturing
728,31-33,Manufacturing,33351,Metalworking Machinery Manufacturing
729,31-33,Manufacturing,333511,Industrial Mold Manufacturing
730,31-33,Manufacturing,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
731,31-33,Manufacturing,333515,Cutting Tool and Machine Tool Accessory Manufacturing
732,31-33,Manufacturing,333517,Machine Tool Manufacturing
733,31-33,Manufacturing,333519,Rolling Mill and Other Metalworking Machinery Manufacturing
734,31-33,Manufacturing,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
735,31-33,Manufacturing,33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
736,31-33,Manufacturing,333611,Turbine and Turbine Generator Set Units Manufacturing
737,31-33,Manufacturing,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
738,31-33,Manufacturing,333613,Mechanical Power Transmission Equipment Manufacturing
739,31-33,Manufacturing,333618,Other Engine Equipment Manufacturing
740,31-33,Manufacturing,3339,Other General Purpose Machinery Manufacturing
741,31-33,Manufacturing,33391,Pump and Compressor Manufacturing
742,31-33,Manufacturing,333912,Air and Gas Compressor Manufacturing
743,31-33,Manufacturing,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
744,31-33,Manufacturing,33392,Material Handling Equipment Manufacturing
745,31-33,Manufacturing,333921,Elevator and Moving Stairway Manufacturing
746,31-33,Manufacturing,333922,Conveyor and Conveying Equipment Manufacturing
747,31-33,Manufacturing,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing"
748,31-33,Manufacturing,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing"
749,31-33,Manufacturing,33399,All Other General Purpose Machinery Manufacturing
750,31-33,Manufacturing,333991,Power-Driven Handtool Manufacturing
751,31-33,Manufacturing,333992,Welding and Soldering Equipment Manufacturing
752,31-33,Manufacturing,333993,Packaging Machinery Manufacturing
753,31-33,Manufacturing,333994,Industrial Process Furnace and Oven Manufacturing
754,31-33,Manufacturing,333995,Fluid Power Cylinder and Actuator Manufacturing
755,31-33,Manufacturing,333996,Fluid Power Pump and Motor Manufacturing
756,31-33,Manufacturing,333997,Scale and Balance Manufacturing
757,31-33,Manufacturing,333999,All Other Miscellaneous General Purpose Machinery Manufacturing
758,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing
759,31-33,Manufacturing,3341,Computer and Peripheral Equipment Manufacturing
760,31-33,Manufacturing,33411,Computer and Peripheral Equipment Manufacturing
761,31-33,Manufacturing,334111,Electronic Computer Manufacturing
762,31-33,Manufacturing,334112,Computer Storage Device Manufacturing
763,31-33,Manufacturing,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing
764,31-33,Manufacturing,3342,Communications Equipment Manufacturing
765,31-33,Manufacturing,33421,Telephone Apparatus Manufacturing
766,31-33,Manufacturing,334210,Telephone Apparatus Manufacturing
767,31-33,Manufacturing,33422,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
768,31-33,Manufacturing,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
769,31-33,Manufacturing,33429,Other Communications Equipment Manufacturing
770,31-33,Manufacturing,334290,Other Communications Equipment Manufacturing
771,31-33,Manufacturing,3343,Audio and Video Equipment Manufacturing
772,31-33,Manufacturing,33431,Audio and Video Equipment Manufacturing
773,31-33,Manufacturing,334310,Audio and Video Equipment Manufacturing
774,31-33,Manufacturing,3344,Semiconductor and Other Electronic Component Manufacturing
775,31-33,Manufacturing,33441,Semiconductor and Other Electronic Component Manufacturing
776,31-33,Manufacturing,334412,Bare Printed Circuit Board Manufacturing
777,31-33,Manufacturing,334413,Semiconductor and Related Device Manufacturing
778,31-33,Manufacturing,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing"
779,31-33,Manufacturing,334417,Electronic Connector Manufacturing
780,31-33,Manufacturing,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing
781,31-33,Manufacturing,334419,Other Electronic Component Manufacturing
782,31-33,Manufacturing,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
783,31-33,Manufacturing,33451,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
784,31-33,Manufacturing,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing
785,31-33,Manufacturing,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
786,31-33,Manufacturing,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use"
787,31-33,Manufacturing,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
788,31-33,Manufacturing,334514,Totalizing Fluid Meter and Counting Device Manufacturing
789,31-33,Manufacturing,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
790,31-33,Manufacturing,334516,Analytical Laboratory Instrument Manufacturing
791,31-33,Manufacturing,334517,Irradiation Apparatus Manufacturing
